V1,V2,V3,V4,V5,V6
99329.7361339791,99329.7361339791,99329.7361339791,99329.7361339791,99329.7361339791,99329.7361339791
102152.38499999,102152.38499999,102254.53738499,102152.38499999,102152.38499999,102254.53738499
74856.6004601002,74041.3305540991,74041.3305540991,74041.3305540991,74041.3305540991,74041.3305540991
433337.260463958,433337.260463958,432475.754975958,435921.776927958,435921.776927958,437644.787903957
219478.00077906,219478.00077906,219699.91989006,220143.758112061,220587.596334061,219256.08166806
170742.849999905,170742.849999905,170742.849999905,170742.849999905,170742.849999905,170742.849999905
23641.3529818876,23641.3529818876,23641.3529818876,23641.3529818876,23641.3529818876,23641.3529818876
67678.2092459064,67678.2092459064,67678.2092459064,67475.5798769066,67475.5798769066,67475.5798769066
189886.358999968,189886.358999968,189886.358999968,189886.358999968,189886.358999968,189886.358999968
27162.1448440685,27162.1448440685,27162.1448440685,27162.1448440685,27162.1448440685,27162.1448440685
74478.621999979,74478.621999979,74478.621999979,74478.621999979,74478.621999979,74478.621999979
165960.858283082,165960.858283082,166293.778761082,166293.778761082,166127.318522082,166293.778761082
175728.83378812,175728.83378812,175728.83378812,175902.30746412,175902.30746412,175902.30746412
176678.555808044,176678.555808044,176678.555808044,176325.904000044,176325.904000044,176325.904000044
288496.887850094,291413.944350095,289955.416100095,291122.238700095,293164.178250096,293455.883900096
206833.299557961,212354.51699996,214902.771203959,213416.28958496,212354.51699996,212566.87151696
15881.3937088895,15881.3937088895,15881.3937088895,15881.3937088895,15881.3937088895,15881.3937088895
136981.236000061,136981.236000061,136981.236000061,136981.236000061,136981.236000061,136981.236000061
195769.565992103,195769.565992103,195769.565992103,195769.565992103,195965.139984103,195573.992000103
346258.777319944,366207.842679941,367276.542609941,356945.776619943,356589.543309943,356233.309999943
37818.279864078,37818.279864078,37818.279864078,37818.279864078,37818.279864078,37818.279864078
77364.8228039503,77442.0332059503,77364.8228039503,77442.0332059503,77442.0332059503,77442.0332059503
91060.2006281085,91060.2006281085,91060.2006281085,91151.4433141086,91151.4433141086,91151.4433141086
60510.8099999428,60510.8099999428,60510.8099999428,60510.8099999428,60510.8099999428,60510.8099999428
50228.6467801051,50228.6467801051,50228.6467801051,50228.6467801051,50228.6467801051,50228.6467801051
349182.548714914,349880.216144914,351624.384719913,348833.714999914,348136.047569914,350577.883574914
80636.9143679695,80636.9143679695,80636.9143679695,80717.6319999695,80636.9143679695,80717.6319999695
211962.821484103,211962.821484103,211962.821484103,212385.900968103,212597.440710103,212385.900968103
190365.552377094,190175.377000093,196260.989064096,190175.377000093,190175.377000093,190745.903131094
174714.823559916,174892.379274915,174537.267844916,174537.267844916,174537.267844916,174537.267844916
82488.0610001087,82488.0610001087,82405.5729391086,82488.0610001087,82488.0610001087,82488.0610001087
309502.822000027,309502.822000027,309502.822000027,309502.822000027,309502.822000027,309502.822000027
149120.942256076,148829.405712076,143727.516192073,145914.040272074,145768.272000074,146059.808544075
45945.2397689466,46037.2222309465,45945.2397689466,45945.2397689466,45945.2397689466,45945.2397689466
13361.361000061,13347.999639061,13347.999639061,13361.361000061,13347.999639061,13347.999639061
209813.09100008,204567.763725078,209393.46481808,209393.46481808,209393.46481808,209393.46481808
10363.6630001068,10363.6630001068,10363.6630001068,10363.6630001068,10363.6630001068,10363.6630001068
33372.7568371067,33372.7568371067,33372.7568371067,33406.1630001068,33372.7568371067,33406.1630001068
163845.753999949,163845.753999949,163845.753999949,164009.599753948,163845.753999949,163845.753999949
319474.689072077,319801.016640077,331222.481520079,330243.498816079,330243.498816079,330569.826384079
148717.174000025,148717.174000025,148717.174000025,148717.174000025,148717.174000025,148717.174000025
57419.6552929828,57419.6552929828,57419.6552929828,57362.2929999828,57362.2929999828,57362.2929999828
144106.753999949,143962.647245949,144971.394523948,144106.753999949,144106.753999949,144106.753999949
94718.0199999809,94718.0199999809,94718.0199999809,94718.0199999809,94718.0199999809,94718.0199999809
340861.164999962,340179.442669962,340179.442669962,340520.303834962,340520.303834962,340861.164999962
286034.365838089,286607.58100009,286320.97341909,286320.97341909,285747.758257089,285747.758257089
146405.036412059,146551.588000059,146551.588000059,146551.588000059,146698.139588059,146405.036412059
215537.572249973,230284.879824971,229377.353204971,227562.299964971,227335.418309971,227562.299964971
59854.6868919599,59854.6868919599,59854.6868919599,59794.8919999599,59794.8919999599,59794.8919999599
477057.531617974,478030.125973974,485810.880821973,485810.880821973,485324.583643973,486783.475177973
168660.069999933,168660.069999933,168660.069999933,168660.069999933,168660.069999933,168491.409929933
180887.185245073,183946.968478074,184126.955727074,179627.274502072,179627.274502072,179807.261751072
202898.465958092,202898.465958092,202898.465958092,203100.959437092,202898.465958092,204113.426832092
89005.0702950633,89005.0702950633,88562.2590000629,88562.2590000629,88562.2590000629,88562.2590000629
142993.452210056,142851.170168056,142851.170168056,142424.324042055,142424.324042055,142424.324042055
156876.2975,156876.2975,157035.40125,159262.85375,159103.75,159103.75
22076.6760001183,22076.6760001183,22076.6760001183,22076.6760001183,22076.6760001183,22076.6760001183
18888.8822099619,18945.6055799618,18926.6977899618,18888.8822099619,18907.7899999619,18907.7899999619
123911.801533973,123911.801533973,123911.801533973,123911.801533973,123911.801533973,123911.801533973
14230.4899838972,14230.4899838972,14230.4899838972,14230.4899838972,14230.4899838972,14230.4899838972
94260.3599998951,94260.3599998951,94260.3599998951,94260.3599998951,94260.3599998951,94260.3599998951
56583.9504230974,56470.8955770972,56583.9504230974,56527.4230000973,56527.4230000973,56527.4230000973
15294.9446649618,15294.9446649618,15294.9446649618,15294.9446649618,15294.9446649618,15294.9446649618
136004.345514061,136140.486000061,136140.486000061,136004.345514061,136276.626486061,136276.626486061
211417.690967897,212903.558273897,212903.558273897,212903.558273897,212903.558273897,212903.558273897
43209.4323149428,43209.4323149428,43209.4323149428,43209.4323149428,43209.4323149428,43209.4323149428
196917.384000063,196917.384000063,196917.384000063,197114.301384063,196917.384000063,196917.384000063
80482.371999979,80482.371999979,80482.371999979,80482.371999979,80562.854371979,80401.889627979
41024.8890449238,41024.8890449238,41024.8890449238,41065.9549999237,41065.9549999237,41065.9549999237
238561.18846596,247883.719878958,250513.151815958,238800.22773296,239039.26699996,238800.22773296
93698.4847229505,93792.2769999504,93792.2769999504,93792.2769999504,93792.2769999504,93792.2769999504
119632.736000061,119632.736000061,119632.736000061,119632.736000061,119632.736000061,119632.736000061
244734.498007897,244734.498007897,244490.007999897,244734.498007897,244734.498007897,244734.498007897
40526.3849999905,40526.3849999905,40526.3849999905,40526.3849999905,40526.3849999905,40526.3849999905
229633.948405957,228702.370521957,229401.053934957,229168.159463957,228935.264992957,229168.159463957
54551.9404740114,54551.9404740114,54551.9404740114,54551.9404740114,54551.9404740114,54551.9404740114
40628.7771888912,40628.7771888912,40628.7771888912,40628.7771888912,40628.7771888912,40628.7771888912
144858.373898035,144858.373898035,144139.116828034,143995.265414034,143995.265414034,143995.265414034
428681.540026008,429536.338710008,427399.342000008,428681.540026008,422270.549896008,406029.374900007
174394.2705,175642.49125,175642.49125,176177.443,178317.25,178317.25
127990.40899992,127990.40899992,127990.40899992,127990.40899992,127990.40899992,128118.39940892
30170.2775219257,30140.0770439258,30140.0770439258,30170.2775219257,30170.2775219257,30170.2775219257
39699.4258349619,39659.6866699619,39659.6866699619,39699.4258349619,39699.4258349619,39699.4258349619
63927.8624600399,63863.6133520398,64570.3535400402,64441.8553240402,64506.1044320402,64506.1044320402
30955.0919220686,30955.0919220686,30955.0919220686,30955.0919220686,30955.0919220686,30955.0919220686
183407.395014061,183590.986000061,183590.986000061,183407.395014061,183407.395014061,183407.395014061
109257.385248093,109257.385248093,109257.385248093,109257.385248093,109257.385248093,109257.385248093
32772.2445051146,32641.2864851141,32706.7654951143,32772.2445051146,32772.2445051146,32706.7654951143
219402.125999928,219402.125999928,219621.528125927,219402.125999928,219621.528125927,219402.125999928
33102.2556090324,33102.2556090324,33102.2556090324,33135.3910000324,33102.2556090324,33102.2556090324
108901.775214013,108901.775214013,108901.775214013,108901.775214013,108901.775214013,108901.775214013
73200.7125850382,73127.5850000381,73127.5850000381,73127.5850000381,73127.5850000381,73346.9677550382
85008.7320001125,85008.7320001125,85008.7320001125,85008.7320001125,85008.7320001125,85008.7320001125
36656.9010000229,36656.9010000229,36656.9010000229,36656.9010000229,36656.9010000229,36656.9010000229
63063.6607370038,63063.6607370038,62873.9004740038,63000.4073160038,63000.4073160038,62937.1538950038
143070.290999889,143070.290999889,143642.572163889,143070.290999889,143070.290999889,143070.290999889
165931.392999887,165931.392999887,165765.461606888,165931.392999887,165931.392999887,165765.461606888
125588.338999987,125588.338999987,125588.338999987,125588.338999987,125588.338999987,125588.338999987
196168.486999989,195972.318512989,197541.666408988,195776.150025989,196168.486999989,196756.992460988
35933.3497078943,35898.3269498944,35933.3497078943,35933.3497078943,35933.3497078943,35933.3497078943
65643.9400000572,65643.9400000572,65643.9400000572,65643.9400000572,65643.9400000572,65643.9400000572
101463.279999971,101463.279999971,101463.279999971,101463.279999971,101463.279999971,101463.279999971
653929.117049897,671826.124463894,668384.392268894,653929.117049897,669761.085146894,673891.163780894
16888.627020092,16888.627020092,16888.627020092,16871.8224160919,16888.627020092,16871.8224160919
58572.2081609867,58572.2081609867,58572.2081609867,58572.2081609867,58572.2081609867,58572.2081609867
62066.4882598858,62066.4882598858,62066.4882598858,62128.6791298857,62128.6791298857,62128.6791298857
49212.0899999142,49212.0899999142,49212.0899999142,49212.0899999142,49212.0899999142,49212.0899999142
134438.687000036,134438.687000036,134438.687000036,134438.687000036,134573.125687036,134573.125687036
144873.582828034,144873.582828034,144873.582828034,144873.582828034,144873.582828034,144873.582828034
415157.221723917,414756.490814917,415157.221723917,402734.563544919,403536.025362919,402333.83263592
213119.372513946,213119.372513946,213328.518119946,213119.372513946,213119.372513946,213537.663725945
159673.769999981,159673.769999981,159514.096229981,159673.769999981,159673.769999981,159673.769999981
54376.6249439943,54376.6249439943,54376.6249439943,54431.0559999943,54431.0559999943,54376.6249439943
69555.5926499522,69555.5926499522,69555.5926499522,69555.5926499522,69555.5926499522,69555.5926499522
363633.934776006,363271.749582006,361823.008806006,363996.119970006,364358.305164006,364720.490358006
507539.212175018,511500.493831018,487732.803895017,488227.964102017,504073.090726017,494665.046793017
95804.1184100859,95804.1184100859,95708.4100000858,95708.4100000858,95708.4100000858,95708.4100000858
311722.11072708,313285.41118208,319538.613002082,312660.09100008,312347.43090908,312660.09100008
234838.019838916,234838.019838916,234603.884225916,234838.019838916,234135.612999916,233901.477386916
146442.980999947,142781.906474948,146589.423980947,146589.423980947,146296.538018947,146296.538018947
86933.3259999752,86933.3259999752,86933.3259999752,86846.3926739752,86846.3926739752,86846.3926739752
231456.0325,231456.0325,231227.997,231456.0325,231456.0325,231227.997
12514.888999939,12514.888999939,12514.888999939,12514.888999939,12514.888999939,12489.8592219391
55521.0154399714,55521.0154399714,55521.0154399714,55576.6477199714,55576.6477199714,55576.6477199714
127569.529999971,127569.529999971,127569.529999971,127569.529999971,127569.529999971,127569.529999971
33136.8772388935,33170.1138258934,33136.8772388935,33170.1138258934,33170.1138258934,33170.1138258934
34105.4124480457,34105.4124480457,34105.4124480457,34139.5520000458,34105.4124480457,34105.4124480457
444244.994822976,443788.422371976,444701.567273976,443788.422371976,443331.849920976,445158.139724976
109052.266000032,109052.266000032,109052.266000032,109052.266000032,109052.266000032,109052.266000032
113913.849953998,114027.536430998,114027.536430998,114027.536430998,114027.536430998,114027.536430998
86599.6161029255,86513.1029999256,86513.1029999256,86513.1029999256,86513.1029999256,86599.6161029255
78515.9494080038,78515.9494080038,78437.2761120038,78437.2761120038,78437.2761120038,78437.2761120038
158964.523000002,158964.523000002,158964.523000002,158964.523000002,158964.523000002,158964.523000002
22085.882999897,22085.882999897,22085.882999897,22085.882999897,22085.882999897,22085.882999897
24154.4019999504,24130.2475979505,24130.2475979505,24154.4019999504,24154.4019999504,24130.2475979505
74039.501435935,74039.501435935,74039.501435935,73817.8262819352,73817.8262819352,73817.8262819352
82630.4664299345,82548.6540869346,82548.6540869346,82385.0294009347,82385.0294009347,82385.0294009347
35847.58253408,35847.58253408,35811.6990680799,35847.58253408,35883.4660000801,35847.58253408
191654.015160038,191076.744030038,191269.167740038,192423.710000038,192423.710000038,192423.710000038
42635.5849679675,42593.0344839675,42635.5849679675,42593.0344839675,42593.0344839675,42593.0344839675
84382.9826840153,84382.9826840153,84382.9826840153,84382.9826840153,84382.9826840153,84382.9826840153
19842.9851619408,19842.9851619408,19842.9851619408,19842.9851619408,19842.9851619408,19842.9851619408
145663.13499999,145517.47186499,145663.13499999,145663.13499999,145663.13499999,145663.13499999
130757.440895954,130757.440895954,130235.455103954,130626.944447954,130626.944447954,130496.447999954
67902.2723019772,68038.3489999771,68038.3489999771,68038.3489999771,68038.3489999771,68038.3489999771
15710.9593141086,15710.9593141086,15710.9593141086,15695.2326281085,15710.9593141086,15710.9593141086
31201.8771878991,31233.141593899,31233.141593899,31233.141593899,31233.141593899,31233.141593899
21468.634875,21490.125,21490.125,21511.615125,21511.615125,21511.615125
121002.403572112,121002.403572112,120759.426858112,121123.891929112,121123.891929112,121123.891929112
14089.2616350095,14089.2616350095,14103.3650000095,14103.3650000095,14103.3650000095,14103.3650000095
116913.126158004,116913.126158004,116913.126158004,116913.126158004,116913.126158004,116913.126158004
684173.415089948,659949.09321595,661258.51601995,656020.82480395,663222.65022595,657330.24760795
85237.7453159258,85237.7453159258,85237.7453159258,85665.2164559255,85665.2164559255,85665.2164559255
91714.7496720171,91714.7496720171,91806.8327540171,91806.8327540171,91806.8327540171,91806.8327540171
199808.878269053,199609.269000053,200008.487538054,199808.878269053,199808.878269053,199609.269000053
89241.2404439392,89062.0411659393,88972.4415269394,89420.4397219391,89420.4397219391,89420.4397219391
85476.2302050626,85733.9474820628,85733.9474820628,85819.8532410629,85733.9474820628,85733.9474820628
18569.817593899,18569.817593899,18569.817593899,18569.817593899,18569.817593899,18569.817593899
40934.0083919506,40975.1067939506,40975.1067939506,40934.0083919506,40934.0083919506,40934.0083919506
63712.9124819369,63712.9124819369,63712.9124819369,63712.9124819369,63712.9124819369,63776.4982229369
305422.025764113,300934.924504111,300635.784420111,304524.605512113,300934.924504111,301234.064588111
15903.1858879943,15903.1858879943,15903.1858879943,15903.1858879943,15903.1858879943,15903.1858879943
